GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Households with one or more people under 18 years:,Margin of Error; Households with one or more people under 18 years:,Estimate; Households with one or more people under 18 years: - Family households:,Margin of Error; Households with one or more people under 18 years: - Family households:,Estimate; Households with one or more people under 18 years: - Family households: - Married-couple family,Margin of Error; Households with one or more people under 18 years: - Family households: - Married-couple family,Estimate; Households with one or more people under 18 years: - Family households: - Other family:,Margin of Error; Households with one or more people under 18 years: - Family households: - Other family:,"Estimate; Households with one or more people under 18 years: - Family households: - Other family: - Male householder, no wife present","Margin of Error; Households with one or more people under 18 years: - Family households: - Other family: - Male householder, no wife present","Estimate; Households with one or more people under 18 years: - Family households: - Other family: - Female householder, no husband present","Margin of Error; Households with one or more people under 18 years: - Family households: - Other family: - Female householder, no husband present",Estimate; Households with one or more people under 18 years: - Nonfamily households:,Margin of Error; Households with one or more people under 18 years: - Nonfamily households:,Estimate; Households with one or more people under 18 years: - Nonfamily households: - Male householder,Margin of Error; Households with one or more people under 18 years: - Nonfamily households: - Male householder,Estimate; Households with one or more people under 18 years: - Nonfamily households: - Female householder,Margin of Error; Households with one or more people under 18 years: - Nonfamily households: - Female householder,Estimate; Households with no people under 18 years:,Margin of Error; Households with no people under 18 years:,Estimate; Households with no people under 18 years: - Family households:,Margin of Error; Households with no people under 18 years: - Family households:,Estimate; Households with no people under 18 years: - Family households: - Married-couple family,Margin of Error; Households with no people under 18 years: - Family households: - Married-couple family,Estimate; Households with no people under 18 years: - Family households: - Other family:,Margin of Error; Households with no people under 18 years: - Family households: - Other family:,"Estimate; Households with no people under 18 years: - Family households: - Other family: - Male householder, no wife present","Margin of Error; Households with no people under 18 years: - Family households: - Other family: - Male householder, no wife present","Estimate; Households with no people under 18 years: - Family households: - Other family: - Female householder, no husband present","Margin of Error; Households with no people under 18 years: - Family households: - Other family: - Female householder, no husband present",Estimate; Households with no people under 18 years: - Nonfamily households:,Margin of Error; Households with no people under 18 years: - Nonfamily households:,Estimate; Households with no people under 18 years: - Nonfamily households: - Male householder,Margin of Error; Households with no people under 18 years: - Nonfamily households: - Male householder,Estimate; Households with no people under 18 years: - Nonfamily households: - Female householder,Margin of Error; Households with no people under 18 years: - Nonfamily households: - Female householder
1400000US17031032100,17031032100,"Census Tract 321, Cook County, Illinois",4113,285,439,167,439,167,310,136,129,120,0,15,129,120,0,15,0,15,0,15,3674,307,475,182,414,163,61,84,61,84,0,15,3199,342,1697,251,1502,287
1400000US17031040100,17031040100,"Census Tract 401, Cook County, Illinois",1583,98,394,88,394,88,352,88,42,27,8,15,34,25,0,11,0,11,0,11,1189,126,422,107,355,106,67,51,20,30,47,42,767,123,419,91,348,85
1400000US17031040201,17031040201,"Census Tract 402.01, Cook County, Illinois",2722,151,740,183,723,184,563,154,160,115,24,39,136,111,17,26,0,15,17,26,1982,201,816,175,719,167,97,70,0,15,97,70,1166,202,493,163,673,203
1400000US17031040202,17031040202,"Census Tract 402.02, Cook County, Illinois",2783,151,692,159,692,159,463,129,229,129,69,69,160,113,0,15,0,15,0,15,2091,219,821,217,592,181,229,130,79,74,150,92,1270,244,790,230,480,137
1400000US17031040300,17031040300,"Census Tract 403, Cook County, Illinois",999,103,226,72,226,72,159,50,67,53,0,11,67,53,0,11,0,11,0,11,773,89,449,90,314,83,135,72,46,40,89,53,324,86,159,75,165,83
1400000US17031040401,17031040401,"Census Tract 404.01, Cook County, Illinois",1217,115,287,87,287,87,267,83,20,24,10,18,10,15,0,11,0,11,0,11,930,143,300,93,229,83,71,63,32,40,39,45,630,137,262,105,368,106
1400000US17031040402,17031040402,"Census Tract 404.02, Cook County, Illinois",2439,110,473,154,473,154,267,150,206,87,12,18,194,86,0,11,0,11,0,11,1966,177,442,131,388,123,54,62,45,59,9,17,1524,199,802,180,722,154
1400000US17031040600,17031040600,"Census Tract 406, Cook County, Illinois",1216,93,269,84,269,84,213,68,56,51,11,17,45,48,0,11,0,11,0,11,947,119,343,99,303,99,40,32,10,16,30,28,604,119,270,88,334,111
1400000US17031040700,17031040700,"Census Tract 407, Cook County, Illinois",1498,77,277,60,277,60,260,56,17,17,5,10,12,13,0,11,0,11,0,11,1221,88,477,93,395,88,82,57,24,35,58,45,744,103,351,107,393,80
1400000US17031040800,17031040800,"Census Tract 408, Cook County, Illinois",791,47,214,63,214,63,169,56,45,35,14,22,31,26,0,11,0,11,0,11,577,49,180,53,154,50,26,23,0,11,26,23,397,59,173,54,224,52
1400000US17031040900,17031040900,"Census Tract 409, Cook County, Illinois",1046,68,131,43,131,43,117,38,14,16,0,11,14,16,0,11,0,11,0,11,915,72,292,88,233,77,59,57,0,11,59,57,623,97,328,99,295,72
1400000US17031050100,17031050100,"Census Tract 501, Cook County, Illinois",1131,79,217,72,217,72,205,71,12,19,0,11,12,19,0,11,0,11,0,11,914,102,299,86,234,81,65,42,21,26,44,30,615,112,283,91,332,84
1400000US17031050200,17031050200,"Census Tract 502, Cook County, Illinois",2269,127,619,148,619,148,532,134,87,57,16,26,71,50,0,15,0,15,0,15,1650,176,557,148,467,131,90,58,45,55,45,57,1093,194,474,167,619,150
1400000US17031050300,17031050300,"Census Tract 503, Cook County, Illinois",1086,60,321,78,299,73,255,73,44,33,26,29,18,18,22,35,22,35,0,11,765,91,243,70,214,66,29,23,0,11,29,23,522,88,239,86,283,88
1400000US17031050500,17031050500,"Census Tract 505, Cook County, Illinois",2172,123,675,169,675,169,582,168,93,67,0,15,93,67,0,15,0,15,0,15,1497,173,598,159,397,125,201,119,64,71,137,82,899,191,395,152,504,168
1400000US17031050600,17031050600,"Census Tract 506, Cook County, Illinois",1063,78,152,46,152,46,152,46,0,11,0,11,0,11,0,11,0,11,0,11,911,90,278,94,221,88,57,46,6,11,51,45,633,118,305,91,328,84
1400000US17031050700,17031050700,"Census Tract 507, Cook County, Illinois",708,28,161,40,161,40,129,28,32,32,24,30,8,9,0,11,0,11,0,11,547,46,173,47,134,38,39,33,14,15,25,29,374,56,140,53,234,48
1400000US17031050800,17031050800,"Census Tract 508, Cook County, Illinois",565,40,150,26,150,26,150,26,0,11,0,11,0,11,0,11,0,11,0,11,415,48,196,58,176,58,20,14,6,8,14,11,219,48,77,40,142,41
1400000US17031050900,17031050900,"Census Tract 509, Cook County, Illinois",686,56,216,62,216,62,190,59,26,25,5,8,21,25,0,11,0,11,0,11,470,54,179,63,150,55,29,22,16,19,13,10,291,71,171,57,120,62
1400000US17031051000,17031051000,"Census Tract 510, Cook County, Illinois",697,51,194,44,194,44,169,36,25,25,10,16,15,15,0,11,0,11,0,11,503,58,170,58,164,57,6,12,0,11,6,12,333,62,189,49,144,46
1400000US17031051100,17031051100,"Census Tract 511, Cook County, Illinois",677,48,160,45,160,45,140,39,20,20,13,18,7,11,0,11,0,11,0,11,517,55,179,70,161,65,18,23,0,11,18,23,338,68,231,71,107,42
1400000US17031051200,17031051200,"Census Tract 512, Cook County, Illinois",641,61,193,39,193,39,169,40,24,24,0,11,24,24,0,11,0,11,0,11,448,69,114,41,80,29,34,30,0,11,34,30,334,81,153,62,181,72
1400000US17031051300,17031051300,"Census Tract 513, Cook County, Illinois",1156,56,402,84,402,84,355,80,47,32,24,23,23,23,0,11,0,11,0,11,754,89,317,76,268,76,49,32,13,20,36,26,437,106,217,80,220,85
1400000US17031051400,17031051400,"Census Tract 514, Cook County, Illinois",884,100,257,64,257,64,181,59,76,39,25,27,51,30,0,11,0,11,0,11,627,100,224,73,197,74,27,22,0,11,27,22,403,94,242,79,161,62
1400000US17031060100,17031060100,"Census Tract 601, Cook County, Illinois",1140,100,253,62,253,62,218,50,35,32,4,10,31,30,0,11,0,11,0,11,887,106,234,69,211,68,23,20,0,11,23,20,653,99,268,83,385,77
1400000US17031060200,17031060200,"Census Tract 602, Cook County, Illinois",1056,72,166,51,166,51,141,49,25,36,0,11,25,36,0,11,0,11,0,11,890,82,160,65,120,50,40,37,0,11,40,37,730,88,371,97,359,83
1400000US17031060300,17031060300,"Census Tract 603, Cook County, Illinois",1287,70,327,75,327,75,264,78,63,43,23,33,40,29,0,11,0,11,0,11,960,86,416,110,401,111,15,18,7,13,8,12,544,102,243,71,301,98
1400000US17031060400,17031060400,"Census Tract 604, Cook County, Illinois",1555,68,470,96,470,96,436,83,34,48,0,11,34,48,0,11,0,11,0,11,1085,109,247,70,198,64,49,38,25,24,24,28,838,108,385,102,453,87
1400000US17031060500,17031060500,"Census Tract 605, Cook County, Illinois",722,48,70,27,70,27,57,15,13,21,13,21,0,11,0,11,0,11,0,11,652,55,107,40,101,37,6,8,0,11,6,8,545,61,274,74,271,66
1400000US17031060800,17031060800,"Census Tract 608, Cook County, Illinois",3063,164,216,91,202,86,202,86,0,11,0,11,0,11,14,22,14,22,0,11,2847,171,435,118,359,118,76,51,37,35,39,38,2412,192,1079,190,1333,190
1400000US17031060900,17031060900,"Census Tract 609, Cook County, Illinois",4458,278,361,150,361,150,361,150,0,15,0,15,0,15,0,15,0,15,0,15,4097,299,572,227,552,222,20,32,20,32,0,15,3525,348,1553,300,1972,326
1400000US17031061000,17031061000,"Census Tract 610, Cook County, Illinois",845,36,88,28,84,28,80,27,4,6,0,11,4,6,4,6,0,11,4,6,757,43,162,50,134,46,28,18,14,16,14,16,595,62,412,70,183,49
1400000US17031061100,17031061100,"Census Tract 611, Cook County, Illinois",622,60,46,26,46,26,40,23,6,9,6,9,0,11,0,11,0,11,0,11,576,62,111,39,83,33,28,22,4,6,24,21,465,63,281,68,184,58
1400000US17031061200,17031061200,"Census Tract 612, Cook County, Illinois",902,35,128,43,128,43,119,42,9,9,5,7,4,7,0,11,0,11,0,11,774,51,131,43,98,34,33,26,5,7,28,26,643,64,285,64,358,58
1400000US17031061500,17031061500,"Census Tract 615, Cook County, Illinois",806,58,112,39,112,39,102,37,10,12,6,9,4,6,0,11,0,11,0,11,694,61,234,56,183,47,51,29,42,26,9,15,460,65,193,59,267,60
1400000US17031061800,17031061800,"Census Tract 618, Cook County, Illinois",679,58,59,36,55,36,24,17,31,31,19,30,12,9,4,7,4,7,0,11,620,62,72,29,52,25,20,21,0,11,20,21,548,70,358,73,190,60
1400000US17031061901,17031061901,"Census Tract 619.01, Cook County, Illinois",2383,74,233,116,233,116,120,83,113,125,56,84,57,90,0,11,0,11,0,11,2150,131,282,136,199,111,83,80,0,11,83,80,1868,163,752,201,1116,197
1400000US17031061902,17031061902,"Census Tract 619.02, Cook County, Illinois",2791,211,63,50,63,50,39,37,24,38,0,11,24,38,0,11,0,11,0,11,2728,211,509,133,464,134,45,40,18,29,27,29,2219,226,1023,195,1196,209
1400000US17031062000,17031062000,"Census Tract 620, Cook County, Illinois",1506,80,103,32,103,32,84,28,19,23,10,15,9,18,0,11,0,11,0,11,1403,87,253,78,209,71,44,44,8,13,36,42,1150,103,668,116,482,105
1400000US17031062100,17031062100,"Census Tract 621, Cook County, Illinois",1595,154,119,48,119,48,110,46,9,13,0,11,9,13,0,11,0,11,0,11,1476,165,262,91,209,80,53,59,42,57,11,17,1214,155,650,126,564,120
1400000US17031062200,17031062200,"Census Tract 622, Cook County, Illinois",1354,95,183,52,183,52,160,48,23,26,0,11,23,26,0,11,0,11,0,11,1171,114,304,95,237,86,67,44,58,46,9,10,867,128,529,135,338,107
1400000US17031062300,17031062300,"Census Tract 623, Cook County, Illinois",691,43,181,56,181,56,154,40,27,42,0,11,27,42,0,11,0,11,0,11,510,55,104,31,98,31,6,10,6,10,0,11,406,58,203,67,203,68
1400000US17031062400,17031062400,"Census Tract 624, Cook County, Illinois",722,74,159,41,153,42,141,41,12,13,0,11,12,13,6,8,0,11,6,8,563,76,166,49,161,49,5,8,0,11,5,8,397,84,166,62,231,75
1400000US17031062500,17031062500,"Census Tract 625, Cook County, Illinois",667,47,87,46,87,46,82,45,5,8,5,8,0,11,0,11,0,11,0,11,580,61,164,66,154,65,10,15,0,11,10,15,416,80,244,66,172,47
1400000US17031062600,17031062600,"Census Tract 626, Cook County, Illinois",953,54,327,45,327,45,294,38,33,32,19,28,14,15,0,11,0,11,0,11,626,61,168,49,161,48,7,12,7,12,0,11,458,67,206,59,252,64
1400000US17031062700,17031062700,"Census Tract 627, Cook County, Illinois",1191,84,258,90,258,90,140,47,118,88,87,75,31,38,0,11,0,11,0,11,933,83,254,75,206,63,48,48,0,11,48,48,679,100,321,91,358,109
1400000US17031062800,17031062800,"Census Tract 628, Cook County, Illinois",1572,52,347,67,347,67,339,66,8,14,8,14,0,11,0,11,0,11,0,11,1225,75,344,77,305,74,39,24,13,14,26,31,881,95,466,96,415,90
1400000US17031062900,17031062900,"Census Tract 629, Cook County, Illinois",1848,90,274,55,274,55,247,53,27,30,0,11,27,30,0,11,0,11,0,11,1574,98,325,84,202,60,123,53,41,34,82,52,1249,121,616,136,633,128
1400000US17031063000,17031063000,"Census Tract 630, Cook County, Illinois",1680,95,172,53,172,53,114,49,58,43,37,37,21,24,0,11,0,11,0,11,1508,107,234,77,190,71,44,35,0,11,44,35,1274,117,631,127,643,114
1400000US17031063100,17031063100,"Census Tract 631, Cook County, Illinois",1349,51,173,65,173,65,158,66,15,14,4,7,11,13,0,11,0,11,0,11,1176,76,198,58,164,53,34,25,18,16,16,22,978,89,499,104,479,100
1400000US17031063200,17031063200,"Census Tract 632, Cook County, Illinois",4148,213,429,92,429,92,341,110,88,99,0,15,88,99,0,15,0,15,0,15,3719,196,535,163,510,164,25,36,21,33,4,12,3184,246,1464,348,1720,319
1400000US17031063301,17031063301,"Census Tract 633.01, Cook County, Illinois",1816,104,35,40,35,40,35,40,0,11,0,11,0,11,0,11,0,11,0,11,1781,114,239,97,145,84,94,66,51,63,43,40,1542,124,566,164,976,170
1400000US17031063302,17031063302,"Census Tract 633.02, Cook County, Illinois",2760,164,176,67,176,67,176,67,0,11,0,11,0,11,0,11,0,11,0,11,2584,159,419,124,367,124,52,66,0,11,52,66,2165,179,946,181,1219,198
1400000US17031063303,17031063303,"Census Tract 633.03, Cook County, Illinois",892,109,29,7,29,7,29,7,0,11,0,11,0,11,0,11,0,11,0,11,863,109,122,49,122,49,0,11,0,11,0,11,741,116,313,87,428,99
1400000US17031063400,17031063400,"Census Tract 634, Cook County, Illinois",1223,71,56,31,56,31,49,29,7,12,7,12,0,11,0,11,0,11,0,11,1167,74,199,68,177,59,22,37,0,11,22,37,968,96,359,105,609,109
1400000US17031070101,17031070101,"Census Tract 701.01, Cook County, Illinois",2642,215,250,191,250,191,202,188,48,65,48,65,0,11,0,11,0,11,0,11,2392,243,307,123,307,123,0,11,0,11,0,11,2085,261,1024,249,1061,223
1400000US17031070102,17031070102,"Census Tract 701.02, Cook County, Illinois",1733,126,92,68,92,68,80,66,12,18,0,11,12,18,0,11,0,11,0,11,1641,134,197,90,197,90,0,11,0,11,0,11,1444,160,858,169,586,140
1400000US17031070103,17031070103,"Census Tract 701.03, Cook County, Illinois",1192,116,92,65,92,65,54,44,38,49,29,46,9,17,0,11,0,11,0,11,1100,135,81,108,81,108,0,11,0,11,0,11,1019,120,419,103,600,116
1400000US17031070200,17031070200,"Census Tract 702, Cook County, Illinois",1954,144,261,87,261,87,229,84,32,37,0,11,32,37,0,11,0,11,0,11,1693,153,349,117,334,114,15,25,0,11,15,25,1344,177,784,180,560,151
1400000US17031070300,17031070300,"Census Tract 703, Cook County, Illinois",1619,101,199,51,199,51,159,41,40,37,28,34,12,15,0,11,0,11,0,11,1420,97,277,75,208,65,69,34,32,32,37,23,1143,103,731,107,412,87
1400000US17031070400,17031070400,"Census Tract 704, Cook County, Illinois",1620,68,278,71,278,71,278,71,0,11,0,11,0,11,0,11,0,11,0,11,1342,93,277,85,226,79,51,47,16,18,35,44,1065,90,635,109,430,98
1400000US17031070500,17031070500,"Census Tract 705, Cook County, Illinois",1309,68,224,56,224,56,200,62,24,27,19,23,5,8,0,11,0,11,0,11,1085,77,315,81,272,82,43,32,7,10,36,29,770,91,343,108,427,102
1400000US17031070600,17031070600,"Census Tract 706, Cook County, Illinois",1301,82,331,82,331,82,313,81,18,21,0,11,18,21,0,11,0,11,0,11,970,99,302,73,290,73,12,16,0,11,12,16,668,86,326,84,342,98
1400000US17031070700,17031070700,"Census Tract 707, Cook County, Illinois",1641,103,488,99,488,99,438,98,50,39,9,14,41,37,0,11,0,11,0,11,1153,126,288,103,259,102,29,29,19,25,10,15,865,134,367,92,498,129
1400000US17031071000,17031071000,"Census Tract 710, Cook County, Illinois",1032,100,178,67,178,67,143,58,35,33,0,11,35,33,0,11,0,11,0,11,854,108,162,56,125,47,37,31,9,15,28,26,692,117,390,117,302,80
1400000US17031071100,17031071100,"Census Tract 711, Cook County, Illinois",1054,89,181,58,181,58,145,42,36,39,0,11,36,39,0,11,0,11,0,11,873,97,242,72,234,67,8,12,0,11,8,12,631,107,244,84,387,87
1400000US17031071200,17031071200,"Census Tract 712, Cook County, Illinois",1024,70,150,45,150,45,113,42,37,29,10,15,27,25,0,11,0,11,0,11,874,76,159,61,144,60,15,17,7,12,8,13,715,92,297,82,418,92
1400000US17031071300,17031071300,"Census Tract 713, Cook County, Illinois",1868,107,275,74,257,72,248,72,9,14,0,11,9,14,18,20,9,14,9,14,1593,120,343,90,325,90,18,20,18,20,0,11,1250,131,535,147,715,139
1400000US17031071400,17031071400,"Census Tract 714, Cook County, Illinois",2708,165,290,129,290,129,233,106,57,72,0,11,57,72,0,11,0,11,0,11,2418,180,317,107,301,106,16,25,0,11,16,25,2101,184,705,164,1396,197
1400000US17031071500,17031071500,"Census Tract 715, Cook County, Illinois",3729,221,335,72,335,72,254,69,81,52,12,20,69,46,0,15,0,15,0,15,3394,233,466,131,401,113,65,56,54,53,11,18,2928,252,1182,242,1746,235
1400000US17031071600,17031071600,"Census Tract 716, Cook County, Illinois",714,69,157,48,157,48,144,47,13,12,4,6,9,11,0,11,0,11,0,11,557,62,217,61,189,60,28,20,4,7,24,18,340,73,190,70,150,55
1400000US17031071700,17031071700,"Census Tract 717, Cook County, Illinois",742,41,241,48,241,48,148,53,93,42,6,10,87,41,0,11,0,11,0,11,501,50,178,48,157,47,21,12,6,9,15,11,323,58,161,45,162,48
1400000US17031071800,17031071800,"Census Tract 718, Cook County, Illinois",1123,80,365,83,328,86,265,71,63,52,10,16,53,50,37,43,37,43,0,11,758,96,346,83,346,83,0,11,0,11,0,11,412,102,199,73,213,78
1400000US17031080100,17031080100,"Census Tract 801, Cook County, Illinois",4066,223,287,105,287,105,232,111,55,71,40,65,15,28,0,15,0,15,0,15,3779,250,1147,244,1113,251,34,54,0,15,34,54,2632,298,1145,293,1487,341
1400000US17031080201,17031080201,"Census Tract 802.01, Cook County, Illinois",2265,175,78,27,78,27,78,27,0,11,0,11,0,11,0,11,0,11,0,11,2187,178,407,134,407,134,0,11,0,11,0,11,1780,209,558,149,1222,197
1400000US17031080202,17031080202,"Census Tract 802.02, Cook County, Illinois",2314,196,192,96,192,96,164,94,28,31,0,11,28,31,0,11,0,11,0,11,2122,200,461,218,461,218,0,11,0,11,0,11,1661,239,584,159,1077,200
1400000US17031080300,17031080300,"Census Tract 803, Cook County, Illinois",2457,182,313,84,313,84,222,67,91,60,0,11,91,60,0,11,0,11,0,11,2144,187,423,129,395,127,28,31,0,11,28,31,1721,224,743,192,978,175
1400000US17031080400,17031080400,"Census Tract 804, Cook County, Illinois",2046,82,613,165,574,154,143,92,431,140,0,11,431,140,39,62,0,11,39,62,1433,169,333,128,219,116,114,96,52,69,62,66,1100,172,538,185,562,162
1400000US17031081000,17031081000,"Census Tract 810, Cook County, Illinois",4569,296,107,71,107,71,36,37,71,66,20,35,51,56,0,15,0,15,0,15,4462,314,674,218,589,219,85,66,47,52,38,43,3788,360,1617,329,2171,372
1400000US17031081100,17031081100,"Census Tract 811, Cook County, Illinois",2645,177,39,43,39,43,39,43,0,11,0,11,0,11,0,11,0,11,0,11,2606,186,434,156,434,156,0,11,0,11,0,11,2172,223,978,208,1194,242
1400000US17031081201,17031081201,"Census Tract 812.01, Cook County, Illinois",2809,304,129,93,129,93,76,33,53,87,0,11,53,87,0,11,0,11,0,11,2680,305,611,146,554,143,57,55,18,28,39,46,2069,283,778,255,1291,282
1400000US17031081202,17031081202,"Census Tract 812.02, Cook County, Illinois",1906,159,221,56,201,53,149,27,52,48,0,11,52,48,20,19,0,11,20,19,1685,156,504,120,398,101,106,81,9,15,97,80,1181,180,577,158,604,139
1400000US17031081300,17031081300,"Census Tract 813, Cook County, Illinois",3219,275,166,76,166,76,152,78,14,22,0,11,14,22,0,11,0,11,0,11,3053,293,1008,219,977,216,31,35,15,24,16,25,2045,282,839,193,1206,217
1400000US17031081401,17031081401,"Census Tract 814.01, Cook County, Illinois",1572,119,82,41,82,41,82,41,0,11,0,11,0,11,0,11,0,11,0,11,1490,134,336,112,336,112,0,11,0,11,0,11,1154,137,462,174,692,150
1400000US17031081402,17031081402,"Census Tract 814.02, Cook County, Illinois",2853,246,110,65,110,65,53,44,57,45,0,11,57,45,0,11,0,11,0,11,2743,253,948,289,906,282,42,42,12,21,30,34,1795,289,715,272,1080,255
1400000US17031081403,17031081403,"Census Tract 814.03, Cook County, Illinois",4904,231,215,157,215,157,191,149,24,36,24,36,0,15,0,15,0,15,0,15,4689,269,1088,291,1088,291,0,15,0,15,0,15,3601,357,1946,366,1655,292
1400000US17031081500,17031081500,"Census Tract 815, Cook County, Illinois",2888,235,176,91,176,91,145,93,31,35,16,24,15,25,0,11,0,11,0,11,2712,248,768,197,685,194,83,54,56,44,27,40,1944,240,847,189,1097,223
1400000US17031081600,17031081600,"Census Tract 816, Cook County, Illinois",2272,175,142,76,128,72,128,72,0,11,0,11,0,11,14,22,0,11,14,22,2130,176,350,103,333,100,17,25,17,25,0,11,1780,197,844,164,936,173
1400000US17031081700,17031081700,"Census Tract 817, Cook County, Illinois",2214,174,111,62,111,62,86,49,25,50,25,50,0,11,0,11,0,11,0,11,2103,184,345,110,321,106,24,36,0,11,24,36,1758,181,1000,201,758,194
1400000US17031081800,17031081800,"Census Tract 818, Cook County, Illinois",5278,238,244,111,244,111,202,105,42,50,42,50,0,15,0,15,0,15,0,15,5034,269,1126,235,935,220,191,117,69,75,122,95,3908,323,1635,331,2273,353
1400000US17031081900,17031081900,"Census Tract 819, Cook County, Illinois",571,66,118,28,118,28,45,24,73,30,0,11,73,30,0,11,0,11,0,11,453,72,152,58,133,55,19,16,0,11,19,16,301,76,208,71,93,42
1400000US17031090100,17031090100,"Census Tract 901, Cook County, Illinois",1291,82,292,76,292,76,230,54,62,54,9,15,53,49,0,11,0,11,0,11,999,83,651,81,556,84,95,54,40,34,55,36,348,90,144,59,204,73
1400000US17031090200,17031090200,"Census Tract 902, Cook County, Illinois",2678,166,677,108,677,108,563,82,114,84,45,40,69,73,0,15,0,15,0,15,2001,176,832,193,655,178,177,100,114,78,63,65,1169,184,451,133,718,160
1400000US17031090300,17031090300,"Census Tract 903, Cook County, Illinois",522,35,146,31,146,31,128,28,18,14,4,7,14,12,0,11,0,11,0,11,376,45,188,42,150,39,38,28,29,27,9,11,188,49,108,46,80,39
1400000US17031100100,17031100100,"Census Tract 1001, Cook County, Illinois",2174,146,680,144,680,144,517,158,163,110,53,68,110,76,0,15,0,15,0,15,1494,166,742,145,561,129,181,80,108,71,73,53,752,149,447,154,305,101
1400000US17031100200,17031100200,"Census Tract 1002, Cook County, Illinois",2722,120,631,161,631,161,492,127,139,95,26,33,113,101,0,15,0,15,0,15,2091,183,1085,194,813,178,272,109,87,53,185,104,1006,208,455,143,551,176
1400000US17031100300,17031100300,"Census Tract 1003, Cook County, Illinois",2502,131,558,110,558,110,440,121,118,110,58,81,60,76,0,15,0,15,0,15,1944,155,751,114,554,115,197,77,49,47,148,69,1193,159,362,134,831,159
1400000US17031100400,17031100400,"Census Tract 1004, Cook County, Illinois",1230,42,395,61,395,61,372,60,23,23,23,23,0,11,0,11,0,11,0,11,835,68,437,71,373,75,64,38,33,29,31,25,398,73,153,53,245,64
1400000US17031100500,17031100500,"Census Tract 1005, Cook County, Illinois",1967,167,514,81,514,81,457,91,57,56,10,19,47,51,0,15,0,15,0,15,1453,181,926,165,809,158,117,68,20,26,97,66,527,147,217,125,310,131
1400000US17031100600,17031100600,"Census Tract 1006, Cook County, Illinois",1891,70,537,86,537,86,394,93,143,74,8,12,135,72,0,11,0,11,0,11,1354,102,716,119,562,104,154,66,49,36,105,54,638,136,174,74,464,119
1400000US17031100700,17031100700,"Census Tract 1007, Cook County, Illinois",1846,74,444,88,444,88,408,86,36,35,13,21,23,27,0,11,0,11,0,11,1402,106,818,115,632,112,186,64,77,42,109,51,584,118,165,64,419,95
1400000US17031110100,17031110100,"Census Tract 1101, Cook County, Illinois",2093,126,541,122,541,122,488,118,53,42,12,19,41,38,0,15,0,15,0,15,1552,162,795,143,675,148,120,86,13,22,107,81,757,177,395,164,362,130
1400000US17031110200,17031110200,"Census Tract 1102, Cook County, Illinois",1208,49,306,67,306,67,185,54,121,67,50,56,71,53,0,11,0,11,0,11,902,78,438,95,367,97,71,38,9,15,62,36,464,105,286,104,178,58
1400000US17031110300,17031110300,"Census Tract 1103, Cook County, Illinois",1887,100,529,117,529,117,477,119,52,36,24,26,28,26,0,15,0,15,0,15,1358,146,736,118,629,129,107,60,27,25,80,54,622,129,274,117,348,107
1400000US17031110400,17031110400,"Census Tract 1104, Cook County, Illinois",1781,87,410,84,396,86,351,78,45,35,3,9,42,34,14,22,14,22,0,11,1371,103,687,125,517,97,170,75,72,50,98,55,684,107,379,106,305,103
1400000US17031110501,17031110501,"Census Tract 1105.01, Cook County, Illinois",1673,104,672,134,672,134,502,112,170,100,59,69,111,90,0,11,0,11,0,11,1001,144,444,120,392,110,52,36,13,15,39,33,557,127,188,72,369,127
1400000US17031110502,17031110502,"Census Tract 1105.02, Cook County, Illinois",1473,93,421,124,421,124,319,102,102,81,48,68,54,45,0,11,0,11,0,11,1052,134,399,113,246,88,153,83,97,77,56,36,653,130,222,90,431,101
1400000US17031120100,17031120100,"Census Tract 1201, Cook County, Illinois",1475,74,519,74,519,74,445,61,74,52,33,30,41,43,0,11,0,11,0,11,956,104,623,97,537,97,86,60,10,15,76,57,333,87,128,59,205,69
1400000US17031120200,17031120200,"Census Tract 1202, Cook County, Illinois",1654,80,569,86,569,86,455,84,114,78,28,41,86,64,0,11,0,11,0,11,1085,86,602,74,528,84,74,46,40,31,34,25,483,98,184,70,299,83
1400000US17031120300,17031120300,"Census Tract 1203, Cook County, Illinois",2272,125,791,124,791,124,638,123,153,86,41,46,112,78,0,15,0,15,0,15,1481,165,960,169,898,161,62,45,10,16,52,43,521,153,135,84,386,126
1400000US17031120400,17031120400,"Census Tract 1204, Cook County, Illinois",1272,65,479,87,454,89,412,80,42,42,18,30,24,30,25,34,0,11,25,34,793,94,428,73,361,66,67,52,0,11,67,52,365,89,215,70,150,61
1400000US17031130100,17031130100,"Census Tract 1301, Cook County, Illinois",2111,41,363,72,363,72,295,67,68,53,13,20,55,49,0,15,0,15,0,15,1748,63,697,150,568,134,129,86,27,32,102,78,1051,148,270,129,781,170
